,comm_date,author,author_id,likes,comment,video_id
691,2024-12-03T15:35:43Z,@eherlinda,UCaNzZvlVYsCpydELcTnFEfw,0,"Asli di menit ke 30an..senyum sambil terharu, sebegitunya Nada terlindungi..🥰🥰",gp0o0THVR6M
692,2024-12-03T15:35:11Z,@DidiRiswandi-k2c,UCYseFx3CosJy31d2IUOSw3A,0,Om ded coba undang gus miftah dan sebelah kanan gus yg ketawanya kncg bgd dan ky ngeldek😮,gp0o0THVR6M
693,2024-12-03T15:35:10Z,@arunabila,UCSY7Mcw0RPxYK6A3uxyACOQ,0,Kok aku nangis 😭,gp0o0THVR6M
694,2024-12-03T15:35:04Z,@nida89,UCrFVitDBN6xbHXB-gJIKedA,0,❤,gp0o0THVR6M
695,2024-12-03T15:34:28Z,@wrperdana,UCUmdvtP7iIDC0Ksch3A8M_Q,0,Salut sih sama mereka,gp0o0THVR6M
696,2024-12-03T15:33:34Z,@Red-e7q1f,UCzgKxy1X4SskanaTUxtLTIQ,2,Mereka ketawa tawa. Aku yg nonton nangis 😢😢😢,gp0o0THVR6M
697,2024-12-03T15:33:30Z,@ViviMurviani,UCswlDvNlLCO0FcrPpZhO8Cg,0,lup,gp0o0THVR6M
698,2024-12-03T15:33:21Z,@TashaPangestu,UCllqAU5ooy6MRPatrw1KanA,0,"Very inspiring, semuanya paaass banget gak berlebihan, bikin hati terasa hangat. Mana pas banget momennya lagi ada yang viral soal bantu-membantu, contoh yang pas nih buat yang bantu, terutama yang dibantu. Sukses terus buat Nada, semoga lekas pulih 1000% buat Kang Beben, dan semoga rezeki berlimpah untuk Mas Ded ❤❤❤",gp0o0THVR6M
699,2024-12-03T15:31:59Z,@Srigilanjani,UCupLv0cCWMRoVQmR369SBpQ,0,MASSYAALLAH SERU BANGEEETTTTT,gp0o0THVR6M
700,2024-12-03T15:31:52Z,@almustakim3750,UCGwaIg8mDAx9Z1vwIyDBI_g,1,Om ded coba tanggepannya tentang gus miftah yg ngatain bapak penjual es teh goblok sambil ketawa ?????,gp0o0THVR6M
701,2024-12-03T15:31:40Z,@miisvgn6624,UCfu9uarRvrEQLQRvMFhj29Q,0,I saw two superman and one supergirl.. What a family dream,gp0o0THVR6M
702,2024-12-03T15:29:41Z,@rosidawati9388,UC1WWYk8w57UhiQapVd1BM0A,3,"Ikut senang melihat suksesnya om dedy membantu nada dan ayahnya,,semoga Allah sllu menolong orang yg baik",gp0o0THVR6M
703,2024-12-03T15:29:35Z,@adhanipospos3439,UCOrkWdQJ_MxCz6-L4pjjkHQ,3,Om Ded....Gus Miftah om....so iye om....sakit hatiku om liat bapak penjual es digituin om,gp0o0THVR6M
704,2024-12-03T15:28:55Z,@yudisupardi2932,UCDbGIt17a8iAb2TpofYw5cg,0,"Ayahnya nada dulunnya pemain band ya ,,lupa band ny apa,......",gp0o0THVR6M
705,2024-12-03T15:28:50Z,@BrurRojalli,UCFOUzz4H2DVPJHjNipb68rQ,0,agos nanges,gp0o0THVR6M
706,2024-12-03T15:28:41Z,@rezkialfarizi1165,UCAFoSjP2HlYfQtXnaf3O6WQ,0,Adem banget kaya gini nonton sambil senyum senyum sendri,gp0o0THVR6M
707,2024-12-03T15:28:22Z,@AguzmanGlory,UCJt6zwxPLeqzs2ggX5Zjwmw,0,Panggi Gus Miftah dong om Deddy. Yg abis menghina Tukang es teh.. beradab bgt tuh guru antum hehhe,gp0o0THVR6M
708,2024-12-03T15:27:21Z,@Kampat,UCp5rtEX0phQk5rcuIVZOTvQ,0,"Keren nya nada corbuzier menurut gua, walaupun udah diangkat anak sama deddy corbuzier  nada masih kerja keras kalau dilihat dari sosmed.",gp0o0THVR6M
709,2024-12-03T15:26:43Z,@yennypuspitarini2228,UCyIVVxkz5hs8XUp5VgHJiRg,0,❤ bikin mewek,gp0o0THVR6M
710,2024-12-03T15:26:23Z,@karakachennel,UC4viyb-k3k9zlXt_VthMSug,1,yg lagunya nada dinyanyiin di podhub kapan rilis om ded?,gp0o0THVR6M
711,2024-12-03T15:26:03Z,@VergiCrush,UC1B4bRWDik1NwY53u0wJxGQ,0,"MANA. GA ADA KLARIFIKASI SI MIFTAH? ORANG LAIN ROY TANUR, ANAK PAJAK DLL DIKATA2IN.. MANA MANA SOAL SI MIFTAH MANA?",gp0o0THVR6M
712,2024-12-03T15:23:48Z,@BapakgwPLN,UCQGt9Mk_hHRw-RCHcGVzoWA,0,Iya iya kopi satu om ded 😁✌️,gp0o0THVR6M
713,2024-12-03T15:23:46Z,@himawanraharjo9412,UC4PXQIhnTiWJgNC0f9Ic8gw,0,"Hbs liat ceramah gus miftah jd sedih, yg di rendahin bp penjual es teh 😢",gp0o0THVR6M
714,2024-12-03T15:23:41Z,@Gurinjayabragajay,UCO_dkJ3PqSHQYqeJMnxGm9g,0,"Pen nangis gw , kebetulan keluarga gw juga broken home",gp0o0THVR6M
715,2024-12-03T15:22:54Z,@ratna_225,UC71CYaJ0IFIuBVFVDVpwdUA,0,Ini lagu mengingatkan dithn 1991 wkt aku pertama masuk sekolah musik di vidi vici,gp0o0THVR6M
716,2024-12-03T15:22:07Z,@dindamaychannel7595,UCGZ0fV5j_ktmDdtP0ZVHlnw,0,endingnya pengen nangisssss... orgtua yg luarbiasaaaa happy liatnya.. nada jgn sia2kan pya orgtua yg hebat dan kel yg mendukung,gp0o0THVR6M
717,2024-12-03T15:20:33Z,@widiastuti3850,UC9eOD62LlFV9Qd2wZ9mdlug,0,"Mama saya juga sama tumor otak dan di operasi, Alhamdulillah selamat , tapi sedih nya setelah operasi mama saya tidak bisa melihat lagi 😢",gp0o0THVR6M
718,2024-12-03T15:19:52Z,@agefbngel11..39,UCbXiC0rlspI8ye-udqEE9DA,0,Azka kaka yg bnr2 ngejagain adik ny nanda,gp0o0THVR6M
719,2024-12-03T15:19:30Z,@rifkifauzan4910,UCHjlryIyx-Q0gjYgFt30Yfg,0,Gus miftah smart people,gp0o0THVR6M
720,2024-12-03T15:18:46Z,@tutusutaba8297,UCcLOhj2c5rSJ6n4oKM-uwwA,0,"Semoga terus harmonis 2 keluarga ini, bahagia dan sehat selalu ❤",gp0o0THVR6M
721,2024-12-03T15:18:44Z,@mutiaazizah1420,UCv8GtseToTLfGAgsXVYnQcg,0,"Terharu w sih, sampe nangis, 😢 beruntung nada Masya Allah",gp0o0THVR6M
722,2024-12-03T15:16:28Z,@yolandahendra2107,UC216C2Ed9fBWehDnEBh-_0Q,0,"Bahagia ya liat anak disayang ayahnya plus ayah angkatnya... Aku punya 1 tapi ga tau dimana kagak pernah peduli ma anak'nya ..
Sedihhhh x liat video ini",gp0o0THVR6M
723,2024-12-03T15:15:40Z,@iinrahardjo8865,UCORMGs1SS9jLbT_dvPV5wRQ,0,Mas ded masya Alloh Tabarokalloh,gp0o0THVR6M
724,2024-12-03T15:15:24Z,@myuzixmyuzix8121,UCnpKi4lCeWBvDcHvioEnGYA,0,mbrambang...,gp0o0THVR6M
725,2024-12-03T15:15:10Z,@hayuanzarkustanti4566,UCTfe7v7HrKzp5ciNJZfXC3w,0,Loveeee bgt buat kalian semua❤❤jd terharu❤,gp0o0THVR6M
726,2024-12-03T15:15:01Z,@naminasae0048,UCIOGjtQgCI3fNsxvRxtGnng,0,Baru tahu ayahnya Nada masih ada di hidup Nada. Kirain bakal awkward diundang gini. Ternyata tidak sama sekali.,gp0o0THVR6M
727,2024-12-03T15:14:12Z,@stoberymerah7962,UC-LgXwzElY_F6GXa-DdXecQ,0,Maaf nanya (serius) ayah sama bunda nada itu sudah pisah?,gp0o0THVR6M
728,2024-12-03T15:13:22Z,@ricohardiyansah-q5n,UCvhnkhu9fJLK2KCDfFEiV1w,0,Dua orang tua yang hebat,gp0o0THVR6M
729,2024-12-03T15:12:50Z,@muhammadnasri3889,UCN4kCZiJGXnzPpLWpCmzjMA,0,Ini konten bermanfaat,gp0o0THVR6M
730,2024-12-03T15:12:01Z,@AhmadDarimi-i8r,UCqv5mGsrQIC1_VSucmjgMiQ,2,Om ded tolong temennya yg Bernama Miftah digebug panggungnya.. biar gak lupa diri,gp0o0THVR6M
731,2024-12-03T15:11:56Z,@rudynasaru,UCYZOFDUyYp2uQuVJ-pJFgjw,1,Njir....gw tonton sampe abis....gw yg keluar air mata,gp0o0THVR6M
732,2024-12-03T15:11:53Z,@zanellamerly1111,UCYdxFm9_iQ4Ke-aAhn2ofDg,0,nada mirip mukanya dgn ayah😍🥹,gp0o0THVR6M
733,2024-12-03T15:11:19Z,@apasiii6899,UCw8PdblEGANSUNU8ekif96Q,1,Gue sepanjang nonton ini nyengir nyengir nangis,gp0o0THVR6M
734,2024-12-03T15:10:34Z,@kopi30detik36,UCXf682lV6Jg8gReQRWFetIg,0,Ternyata keharuan itu tidak harus dengan drama kesedihan.,gp0o0THVR6M
735,2024-12-03T15:10:28Z,@davidwijaya8181,UCVFtisjNaWO0-EaLR2yvSYg,0,apakabar Gus Miftah yang katanya guru mu itu master,gp0o0THVR6M
736,2024-12-03T15:09:09Z,@linarain8402,UCudg4kZFTdFnNANlJ6waS6g,0,"2 Nama dedi pada baik, cerdas, sukses.. Dedi Corbuzier & Dedi Mulyadi.",gp0o0THVR6M
737,2024-12-03T15:08:48Z,@RinnyWijaya,UCZYYrERJxrnRdVDI0st2agQ,0,Ayah beben dan om dedi adalah ayah2 hebat....utk nada hrs bersyukur punya 2 ayah ya,gp0o0THVR6M
738,2024-12-03T15:08:31Z,@ShierlyYoseph,UCitgEQ-FQhYHycND2XhHoww,1,Moga ayah nada sehat trus..cepat pulih.amin,gp0o0THVR6M
739,2024-12-03T15:08:05Z,@ngabdushomad515,UCuaGVL99QQNjIRDUen3CaRw,0,"Saya yatim piatu dari kecil.
Sy mengidolakan dedy dri dia pensiun jadi pesulap/ mentalistis.
Dulu sblum dia menjdi muslim sy nebak2 bahwa dia akan jadi muslim.
Karna karakter dedy pemikir.",gp0o0THVR6M
740,2024-12-03T15:07:31Z,@bengkelawak517,UCVexMo9Chc-vkYKXHnHVHdA,0,Miftah si manusia tdk beradab pasti konfirmasi disini,gp0o0THVR6M
741,2024-12-03T15:07:26Z,@annykusuma7610,UCDJoU4RJCRY7nYYgAPYwbaQ,0,Nada mirip bgt sama ayahnya.. ❤❤,gp0o0THVR6M
742,2024-12-03T15:05:42Z,@KemalRedondo,UCHyBF12KvTVdR0Yur-bZ4Tg,0,"Gk nyangka abah nye bassist T five 😮😮

dari jaman manggung di bandung sampe di nyc taman ria senayan 😊🎉😅",gp0o0THVR6M
743,2024-12-03T15:04:04Z,@rexiplant,UCbNonH_a7fAkX62BnVCaJDQ,0,Lu beruntung sih nada,gp0o0THVR6M
744,2024-12-03T15:04:02Z,@Nasibulumam,UCGChPcohWzV0zpNyPWc7EIA,0,"Ya Allah ,2 orang yg jadi keluarga beneran krn sama2 berniat baik..",gp0o0THVR6M
745,2024-12-03T15:03:57Z,@hartinivideo,UCh6lIxlHTic_lpGmd2j0IBw,0,"Senyum2 sendiri mendengarkan melihat obrolan mereka bertiga, nada yang multitalenta didukung ayah & papa yang keren, pribadi ayahnya baik, papanya sangat mendukung semua kegiatan yang dilakukan Nada selagi baik buat nada",gp0o0THVR6M
746,2024-12-03T15:03:43Z,@E.Positiv,UCU3Km8SFfDZ-g15T4Z7fNTw,0,Undang gus miftah om,gp0o0THVR6M
747,2024-12-03T15:03:42Z,@AyuWahyu-i7t,UCTIK4KPp2RFkDWp5szxdQWg,0,25.28 ngakak 😂,gp0o0THVR6M
748,2024-12-03T15:03:31Z,@leohastadhy,UCn9CK3ui6fio_mCqUuAORiQ,0,yg wajib dapet donasi itu yg gini..bukan si agus :((,gp0o0THVR6M
749,2024-12-03T15:02:28Z,@DeviyantiRahayu,UCW84JoUNiIV_lBVoe9R96mA,0,"Nada beruntung banget punya ayah yang sayang sama dia, punya papa dan kaka juga yang sayang dan siap jagain🥺❤",gp0o0THVR6M
750,2024-12-03T15:01:26Z,@SriLestari-j8s,UCbpLxZM4_r01ZCozAPA53Sg,0,Ikut bahagia lihat hubungan ayah ...anak ...papa angkat ini ❤,gp0o0THVR6M
751,2024-12-03T15:01:21Z,@sitiwahyuni2892,UChigLNs71N1DA1VfQCQRXcA,0,Mamanya nada apakah sdh bercerai dgn ayahnya nada?,gp0o0THVR6M
752,2024-12-03T15:01:13Z,@Arsip_negara_,UCqEZkcc1cygLsmLdtYtZQvQ,1,UNDANG GUS MIFTAH SURUH KLARIFIKASI,gp0o0THVR6M
753,2024-12-03T15:01:02Z,@kurniaperdana,UC37xKy7Hc-2LaS1lTDjSDxg,0,"Ini kenapa nontonnya merinding mulu yak, ini baru tontonan yang bisa dijadikan tuntutan.",gp0o0THVR6M
754,2024-12-03T15:00:09Z,@hellbond-j8h,UC5Nqg7Ndr4fBtatFbr3iahQ,1,om Coba Lu berani ga Undang Bapak² PENJUAL ES YANG lagi Cari NAFKAH DI HInA dan di jadikan Lelucon Oleh Gurumu Si MIFTAH murid Khabib Pemalsu MAKAM. Semoga terbaca 😊,gp0o0THVR6M
755,2024-12-03T14:59:30Z,@yoansilviana7601,UCS4HEWh1pVFj68GUsOfzLIg,0,Happy vibes bgt nnton episode ini,gp0o0THVR6M
756,2024-12-03T14:59:18Z,@rezkidwiedharmawan1943,UC8qzhRaO8LknvR5I1gJ9IlA,0,Om ded guru lu bermasalah,gp0o0THVR6M
757,2024-12-03T14:59:10Z,@muzth_,UCSGnVyTVxeLuW2gP0bkWG-Q,0,"panggil Agus om Ded, next video 😂😂",gp0o0THVR6M
758,2024-12-03T14:59:10Z,@priscahaerani8240,UCHbwrx_4av2LivTke-8LdzQ,1,Ceritanya kaya di film² ya❤❤❤ semuanya baik gak ada yg julit jahat,gp0o0THVR6M
759,2024-12-03T14:58:54Z,@rizka9923,UC7twK9P1G7s5r9EAVvOwbQQ,0,Nada msh ballet ga?,gp0o0THVR6M
760,2024-12-03T14:58:52Z,@joijogarden7648,UCLhT7YckJDBWxJewg-q5tRA,0,Om ded guru spiritual panutan lu ngegoblok2in bapak2 tukang minuman di acara agama tuh.. sakit jiwa.. istrinya di toyor2 juga jadi konten..,gp0o0THVR6M
761,2024-12-03T14:58:50Z,@lebahmadu24,UCe06_Iwq2uqQuaIa_tu8aBQ,3,"Keren jg si nada sumpah dgn umurnya yg trbilang bocah. 
Bpaknya jg keren",gp0o0THVR6M
762,2024-12-03T14:58:50Z,@alfinadamayanti4877,UCZA6j-UYnFlqcqAEVE9G8ew,0,Tolong undang bapak penjual es teh,gp0o0THVR6M
763,2024-12-03T14:57:54Z,@febbysyahputra1195,UCbJjCo3rgbcgEk3xmBnFGhA,0,"Samaa kayaa ibu ku kena tumor otak dan alhamdulilah nyaa hanya 1x operasi....
Sehaaat² truuuus maaa...❤❤❤",gp0o0THVR6M
764,2024-12-03T14:57:54Z,@nensycharmant4895,UC9WC3KzM80mmUJgV1ujmvKA,0,"Ak aja yg sudah menikah masih cium2 ayah, nada jgn malu yaa cium ayahnya, tunjukin rasa sayangnya selagi orgtua masih ada",gp0o0THVR6M
765,2024-12-03T14:57:09Z,@gumam1294,UC8wjHU_VxuYiB4LI8UoM1ag,1,"Om ded, BILANGIN sama GUsMifta , JANGAN MERENDAHKAN ORANG DI DEPAN UMUM.. HARUS ADA ADAB DAN MORAL ..",gp0o0THVR6M
766,2024-12-03T14:57:04Z,@noviwijayati321,UCRfXJPpcP9Tdf7Vz2Pf67uQ,0,Ayah sama bundanya cerai ta ?,gp0o0THVR6M
767,2024-12-03T14:56:20Z,@Rahpes-m9d,UCqMP0MpsAS5OJ3dhQ8TSoLA,0,"Nangis pas liat mereka bertiga colab nyanyi, happy bgt liatnyaaa",gp0o0THVR6M
768,2024-12-03T14:55:43Z,@dederidwan4669,UCRWfmTWiIWNqccOVyyoARqQ,0,"Bapaknya nada hebat, ga mau nyusahin org lain.",gp0o0THVR6M
769,2024-12-03T14:54:04Z,@chocolateboxbitter,UCEneMmPmI-QovyOx16ZKnNg,0,"Ademmm Nada, you’re luckiest!!",gp0o0THVR6M
770,2024-12-03T14:52:20Z,@johanafturdaniangga590,UC-awBxEvSmGz9VQdBQNOHcQ,0,"Ayah yg kuat,Saya sbgai ayah dn punya ank perempuan,ngbayangin Ayah nada bilang kangen,tuh sya ngerti kangennya seorng Ayah ke anak prempuannya",gp0o0THVR6M
771,2024-12-03T14:52:17Z,@rudynasaru,UCYZOFDUyYp2uQuVJ-pJFgjw,0,Makin salut gw sama Om Dedi....keren Om...tetap berbuat baik ya Om Ded utk semua orang....,gp0o0THVR6M
772,2024-12-03T14:51:47Z,@petraoxo,UC1iKjfV6yhVzowsiT9cncUw,1,"20:56 ga usah mesem2 om, nanti ada yg sedih hahhah",gp0o0THVR6M
773,2024-12-03T14:51:44Z,@TheJoemardi,UC0GfXvc8PWv9o48YAHkHNbg,0,Om ded please di monitor om ded...tkt ada org jahatin om ben lagi,gp0o0THVR6M
774,2024-12-03T14:50:36Z,@maulidajm73,UC4vHkPSlsSZ9HJsBZl07iKg,0,Aku iri aku bilang😢,gp0o0THVR6M
775,2024-12-03T14:50:02Z,@Arbynara-vu9df,UCg9AGmEjwC2s3z5v2s8QTJg,0,good attitude akan menyelamatkan kita,gp0o0THVR6M
776,2024-12-03T14:49:47Z,@riana4899,UCTs8b6irNApm1et_hMWHEsw,0,"Om ded, kok Gus Miftah kek gitu sih, ngatain pedagang 😢",gp0o0THVR6M
777,2024-12-03T14:49:41Z,@fransiscacitra679,UCKSP9UumyiE9RTFQCXWd4YA,0,Knp nada slalu lebay bngt ngmongny kyj so di manja2,gp0o0THVR6M
778,2024-12-03T14:49:24Z,@syalalalalalala4038,UCrf-ioKHqMMQe3P3TmTkcAA,0,sukaa liatnyaa🥺,gp0o0THVR6M
779,2024-12-03T14:49:06Z,@asirvadajagadkreatif,UCqBCXbt7ncp-4jsEO7R-PAQ,0,❤❤❤❤❤❤❤❤ txs om Ded,gp0o0THVR6M
780,2024-12-03T14:48:32Z,@fallysyaandreas8869,UCiqYFDsaOcBJycseMHZC-3w,0,Di ajak ke podhub ...,gp0o0THVR6M
781,2024-12-03T14:46:53Z,@rinaldoprian,UCzl_SUzKmYeAzqvdFXG87XQ,0,Nada beruntung banget punya 2 figur ayah yang tidak dimiliki semua orang😭,gp0o0THVR6M
782,2024-12-03T14:46:52Z,@ifullsingo,UCWPGhbHutErw7P2qVInnXtw,1,"Ternyata ayah nya nada gitaris tipe X, musisi jgk baru tau saya, ya satu angkatan dong ma mas dedy dan gua pun tau klu group tipe x jaman itu",gp0o0THVR6M
783,2024-12-03T14:46:37Z,@mys2890,UCCqEwT7NBZfWnPadW8WBz8w,0,"TANGGAPAN BAPAK DADDY TENTANG OMONGAN GUS MIFTAI YANG NGELUARIN KATA² TIDAK PANTAS UNTUK PEDAGANG DICERAMAHNYA,GIMANA???",gp0o0THVR6M
784,2024-12-03T14:46:04Z,@dovanbryllian,UCGkizYyLEOjGa6McJIfB7UQ,0,Bahagia banget liatnya,gp0o0THVR6M
785,2024-12-03T14:45:24Z,@desmansyakir9999,UC6Z9GNpGMaG3rUIBWd__F8A,0,Om ded? Guru lu c Miftah sangat membanggakan lagi rame,gp0o0THVR6M
786,2024-12-03T14:45:11Z,@faradillahmeyriss1576,UCBjo3J_gWL3BQxhAG3k3Klw,1,"Kok nangis yaa lihat ayah nada sama nada , seorang ayah sebetulnya rindu sama anaknya",gp0o0THVR6M
787,2024-12-03T14:45:09Z,@fizzaputriii,UCPA7C-6c3VIc0rZRVt3PGqg,1,Nada harus sering2 tengok ayah. Kalau ayah mgkin sungkan kalau sering kjkt,gp0o0THVR6M
788,2024-12-03T14:44:40Z,@pamongLeon,UCjzNpVL55liePPO_UVcuihQ,0,"sosok Dua orang Tua nada  orang"" hebat, Btw to the poin aja yak, Angkat aku jadi menantu mu Pak",gp0o0THVR6M
789,2024-12-03T14:44:26Z,@abisajiwobinarswandito4461,UCETx75A3St7VdbgUjU0CaFw,0,"tiba tiba kepikiran judul music ""Found Rough Gem"" ""2 Heart for One"" random aja sih",gp0o0THVR6M
790,2024-12-03T14:44:24Z,@jsaghni,UCaWjXHMlX0c02Vc-KSjoI6w,0,Matanya Nada mirip sama Ayahnya...tapi overall Nada jd kek ada bule nya. Anyways ini bagus dicontoh bang DC nya dan Azka udah ngejaga Nada jd Ayahnya yg sakit ga kepikiran anaknya. Nada yg aku suka juga di didik sama bang DC n wife untuk bisa mandiri dan ga spoiled,gp0o0THVR6M
791,2024-12-03T14:43:19Z,@MaliqBanyu,UC8kYAqar8Rjah5Xrrn47yrQ,0,Ayah nya keren bgt 😢,gp0o0THVR6M
792,2024-12-03T14:42:38Z,@Novikavee,UCfnN_5CqBlAzuBAdhStFaLA,1,Ayah nada orgnya asik dan baik bgt❤,gp0o0THVR6M
793,2024-12-03T14:41:48Z,@wudongxia9294,UCE2fJ_kXRWkFnMxVXkEPOXg,0,"ahir video,pelajaran paling berharga dari om ded, 
simpelnya.jangan malu jika itu bisa membuat ayahmu bahagia😊",gp0o0THVR6M
794,2024-12-03T14:41:41Z,@satrniii,UCrZC9i-f6y8CAXKsLh9SMqw,0,"ada 2 perbedaan 
yang 
1. tau berterima kasih 
2. **** sedihh bangett [tidak tau terima kasih]",gp0o0THVR6M
795,2024-12-03T14:41:04Z,@devianggraeni5597,UC2GQ9wLkkNuYNIF4x8YoFhw,0,"Jadi kangen sosok papah 😢😢
Banyakin brsyukur yukk yang masih punya sosok papah atau pun ayah😢
Al-fatihah untuk alm papah ku😢",gp0o0THVR6M
796,2024-12-03T14:40:14Z,@desyirsalinasavitri197,UCje8EnL-JgQpVgpV-JtSiSg,0,HEH GOOOZ AGOOZZ RUNGOKNO IKI. AYAHE NADA SANGAT TAHU BALAS BUDI. TIDAK SEPERTI ANDA YANG PENGEN TERKENAL DARI JALAN YANG MENJIJIKKAN GOOZ AGOOZZ,gp0o0THVR6M
797,2024-12-03T14:39:41Z,@irsahartonoofficial4295,UCBxsc7NMRKD-IDhj2fXYkog,0,Kesni krn lihat ditiktok,gp0o0THVR6M
798,2024-12-03T14:39:30Z,@FreeThinker_9,UCDsSUFpJNXd2BEeFq6pJ3pA,25,"ANJIR pengen nangis nonton podcast kali ini, ayah mana yang rela anaknya bersama orang lain, saya tau perasaan ayah nada, pasti carut marut. Semoga ayah nada sehat dan kembali berjaya. Tapi di sisi lain om dedy juga keliatan sayang banget sama nada ! Semoga kalian semua menjadi keluarga seutuhnya !! Amiin 🙏🙏",gp0o0THVR6M
799,2024-12-03T14:39:23Z,@BagasWicahyonk-i5t,UCLyULj2zo_a7sexDI0lSCwQ,0,lagi nonton queen of tears eps 14 si Hong Hae In mau di op tumor otak dan bakalan hilang ingatan. relate sama ini jadi sedih lagi deh😢,gp0o0THVR6M
800,2024-12-03T14:38:53Z,@sopiahasanah8714,UCv_--aqFk4YS57XiY1ZYoOA,0,ko deep bngt yak nangis jdinya,gp0o0THVR6M
801,2024-12-03T14:38:39Z,@angelaputri7682,UCD0Fj8juh3bGD13GeVI6u9g,487,"Om Ded, berbarengan postingan ini bertema ayah, disana ada seorang ayah yang berjualan es teh di acara sahabat atau gurumu si Gus Miftah, yang dihina sama Gus Miftah dan teman-temannya yang berasa kaum surga, tolong bilangin sama dia, bahwa dia bukan manusia, karena kalau manusia itu punya hati nurani dan cinta kasih, menghargai sesama, sampai ke dia, kesombongannya akan menghancurkannya, otak sama hatinya disuruh pakai, drpd fungsinya di stop",gp0o0THVR6M
802,2024-12-03T14:38:38Z,@atikyuliani3539,UCJGu2SF1MHa-zlKEc3Qg1Wg,1,nada putih bgt woi,gp0o0THVR6M
803,2024-12-03T14:38:30Z,@sucirizkimutias8364,UClxwsq8V_FBRNhIsu1fiV8w,0,Kagum ❤,gp0o0THVR6M
804,2024-12-03T14:38:29Z,@yudismo5593,UC6IbKbEF7W3-yvvI0c08dbA,0,keren ❤❤❤,gp0o0THVR6M
805,2024-12-03T14:38:28Z,@CoffeAndGerd,UCYF8HPamq9ZrzXnihmShWfg,0,Guss guss liat dengerin nihhh 😁😁,gp0o0THVR6M
806,2024-12-03T14:38:16Z,@agungmitha7424,UCaRDPuGGzlLwgj9nPezvbKA,0,"Senang liat nada berbahagia punya 2 bapak yg sangat baik  ,",gp0o0THVR6M
807,2024-12-03T14:38:15Z,@adonpimen7852,UCGZi1GEeRMJl67DzKYWNJ8A,0,"Seru nih undang ke podhub
Sesama musisi dgn vidi",gp0o0THVR6M
808,2024-12-03T14:38:11Z,@JHONPORANG90,UCWdSkDHrr6PFrY0DHxYHnrg,0,"Undang sahabat lu om ded, si Miftah bilang orang jualan es goblok, lagi viral tuh",gp0o0THVR6M
809,2024-12-03T14:37:55Z,@wahyuarkananta2937,UCWehENCIBplxNUvqv86PSTA,0,Kereeennn ayah nya nadaa .. mantappp,gp0o0THVR6M
810,2024-12-03T14:37:13Z,@wannacry7348,UCwSWZykIAT32J1jHxiL8k3w,0,Perasaan gw bingung lihat episode ini.. bayangin rasanya neglihat anak yang lu sayangi banget.. manggil orang lain papa... Bukan bermaksud buruk. Tapi pasti ada feel something,gp0o0THVR6M
811,2024-12-03T14:36:54Z,@TgrilJops-w2o,UCx_o2--i0QV38Rm1NXlW7uA,0,"moment manis nan indah. 

terharu.. 😭😭😭",gp0o0THVR6M
812,2024-12-03T14:36:03Z,@anompamungkas8614,UCjmaLq7XiIrHIuh0r7bJR3Q,1,"Om Beben semoga sehat selalu, kepribadian nya good banget",gp0o0THVR6M
813,2024-12-03T14:35:36Z,@altavennakhoirulummah6347,UCKL2YEBv1s1wW9jZ1rvEfjQ,0,Liat ayah nya nada jadi inget alm papa ku 😢,gp0o0THVR6M
814,2024-12-03T14:35:35Z,@elvarachlyn22,UCdUS5G6aIfNFk6XTWS0QEIg,968,OM DEDY PLIS BGT SAYA MOHON JANGAN KASIH PANGGUNG PODCAST MIFTAH UTK KLARIFIKASI ATAS PENGHINAAN TRHADAP PAK PUN (bpk penjual es) !!!,gp0o0THVR6M
815,2024-12-03T14:35:08Z,@almachannel148,UCpIC-ZSKellUe_udySnXSzQ,0,Beruntung nada punya dua ayah yg hebat..,gp0o0THVR6M
816,2024-12-03T14:34:28Z,@freyaanindita9085,UCTiU6Q2Hel6pRsTL7yG3w1Q,0,Masyallah 😢semoga makin sehat ayahnya nada,gp0o0THVR6M
817,2024-12-03T14:33:56Z,@KalaSenja-2020,UCJYsKFRGt7iFDv-GFPgRgWg,0,"Aku nangis bgt nonton podcast kali ini. Teringat aku yg dari kecil sering menyaksikan bapakku sakit, merasakan situasai di mana bapak nasuk keluar rumah sakit sampai berpulang ketika aku SMA. Melihat orang tua sakit di usia kita yg masih btuh sosok ayah itu rasanya sedih dan sakit banget. 

Aku seneng bgt Nada punya ayah dan papa yg menjaga Nada. Smoga ayahnya makin sehat, dan lebih sehat.",gp0o0THVR6M
818,2024-12-03T14:33:52Z,@AgreeSilverr,UCu1C3BwM9vKXe1WbhIZVsgA,0,"Om Dedy undang dong Gus Miftah...
Klarifikasi becanda nya ke bapak"" jualan es teh.... Becanda boleh tapi jangan kelewatan lah.. lagi rame supaya dapat view nya banyak dan bisa membantu bapak jualan es teh itu yang di becandain... Semoga komen ini di baca om Dedy... Dan bisa memberi kan opininya yang terbaik",gp0o0THVR6M
819,2024-12-03T14:33:33Z,@papatongkoneng,UCbOqMTveePW1StKJ1ElCJRQ,0,"Adem ga kaya kasus agus, 😅😅",gp0o0THVR6M
820,2024-12-03T14:33:16Z,@rendyrasyid7812,UC4XfJRID4WF4Uu8Cy-2pJiQ,0,"Gus, ayahnya nada kyknya bukan circle nya kamu ya",gp0o0THVR6M
