,Unnamed: 0,comment
529,529,"Ada yg Lagi Viral temannya mas Dedy C ...
""ES Teh"""
530,530,"Nada dan azka keren..
 Sehat selalu ayah nada dan om ded"
531,531,"Nada. Punya 1 ayah yang sayang kamu adalah keberuntungan yg tak terhingga. Dan kamu punya 2 sosok ayah yg sayang kamu. MasyaAllah Tabarakallah, kamu banyak berkah ❤"
532,532,"Ini mirip bude saya kena tumor otak dan kena disarafnya, klo diambil beresiko buta, jd terpaksa dibiarkan selama dalam batas aman"
533,533,duh mirip banget sama nada ..pantesan nada cantik ...orang bapaknya aja ganteng
534,534,Jujur aku ikut Bahagia dan terharu melihat om Deddy dan ayahnya nada dengan kebersamaan menceritakan perkembangan nada semoga nada menjadi anak Sholehah dan selalu saya papa dan ayahnya dan juga bunda dan kk Aska...🙏❤️❤️❤️❤️
535,535,"Mau gimanapun mas beben ini dulu personel paling ganteng di t-five, rambut gondrong lurus maen bass"
536,536,Podhub dong bang ded biar nyanyi sama vidi hehe
537,537,🥰🥰🥰
538,538,Mata kok berair trus lihat dr awal 🥹🥹🥹
539,539,"gw nonton ini dari porto, portugal jadi sedih bgt, karena keinget alm bapak, tambah sedih karena gw ninggalin ibu jauh bgt beda benua.. 😢😢"
540,540,"Mamaku juga sakit tumor otak perjuangannya untuk sembuh sungguh luarbisa,,,damai di Sorga ya ma,,, ❤"
541,541,Ko aku yg bahagia liat podcast ini❤
542,542,"Terharu.
Buat Nada, mumpung.Ayah masih ada janganlah sungkan untuk mengatakan I love you, kalau didekatnya bisa juga dipeluk dan dicium pipi atau tangan. 
Begitu juga buat papa."
543,543,Ente lelaki yg punya harga diri tinggi karna  adab ente top tidak masuk ke rana posisi lemah pas ada seseorang yg beradaa ente gak meminta
544,544,"Ayah Nada pasti orang yg sangat baik, hebatnya Nada punya jg papa berhati malaikat,  kisah hidup yg luarbiasa"
545,545,bravo om ded
546,546,😢😢😢😢😢
547,547,"Contoh orang tau TERIMA KASIH,God ATITUDE"
548,548,Lagu dadakan yg keluar Love of my Live-nya Queen...
549,549,Bentar lagi si miftah diundang ke klosdedor nih
550,550,Banyak minum air puti pak.klo lgi dadanya begitu butu air
551,551,"Sebagai anak yang gak ada figur ayah selama hidupnya nonton ini tuh kaya apa ya.. kaya iri banget tapi seneng juga. Seneng Nada dapet gak cuma 1 tapi 2 figur ayah yang bener2 baik, terharu sekalii 🥲"
552,552,"Om Ded bisakah next episode: undang Gus Miftah suruh beliau klarifikasi tentang perkataanya yang tidak manusiawi, tapi malah dijadikan bahan candaan terhadap bapak² tua penjual minuman di acara ceramah nya beliau."
553,553,Kok diem aja tuh temennya hina penjual es teh di ketawain depan banyak orang di katain goblok
554,554,ini episiode bikin haru banget
555,555,ketika rasa gak enakan digunakan pada kondisi yg tepat
556,556,"More than World..
Menyatukan dua keluarga menjadi satu.."
557,557,"komen ini buat Nada, jangan pernah malu buat nunjukin sayang ke orang tua, apalagi papa. mau berapapun usia kamu, mau teen, mau adult, just hug and say that you love him, believe me, i can't say it to my dad, and its hurt when i miss him but i can't do anything than praying for him. sehat sehat semuanya ❤"
558,558,Om dedy tolong tanggapan tentang Miftah
559,559,The best 👍
560,560,Omded coba ngundang gus gblg itu 🗿🗿🗿
561,561,Ben lo keren ….
562,562,Serius saya salut ama lo bang ded..
563,563,"Keliatan hangat banget ya ayahnya nada ,, gasalah sih rezeki nada bagus❤ ya Allah"
564,564,"itu kalau dari cerita om Deddy tentang Azka yang protect kepada adiknya, emang kebanyakan kakak apalagi kakak cowok yang  ""NAKAL"" rata rata begitu sih overprotect lah kepada adik nya karena kita sendiri tau lah hal nakal apa yang mungkin bakal dilakukan kalau seandainya ada perempuan seusia adik/NADA"
565,565,Om deddy apa ga tertarik datangin gus miftah ? Dulu sempet viral mentoyor istrinya sekarang mengejek seorang pedagang ?
566,566,"Ini tayangan obat, untuk mengobati tayangan racunnya nya agus dan FA😊"
567,567,Aska. Sama. Papahnya. Sabrina. Juga. Kluwarga. Yg. Dapet. Buat. Contoh.
568,568,"aku kelahiran 2004 ngerasain dimarahin ortu dipukul sapu😭 tapi jaman smp udah gaada lagi padahal pas kecil behhh
mana abis dipukul mama sering nangis diem diem😂"
569,569,mau sdih mlhn liat bagian copyright 😭🙏🏻
570,570,Hadirkan gus miftah om sama temennya itu yg tertawa terbahak bahak.
571,571,"Dua orang tua, dua orang sosok ayah yang benar benar pintar dari segi etika dan Pengalaman."
572,572,Body memory main gitarnya...
573,573,Ternyata band T-Five 😁
574,574,Endingnya sesek bgt gw nangis
575,575,👍
576,576,DEDY CORBUZIER ..TITIK
577,577,Masyaallah beruntung banget jd nada ya di cintai di lindungi oleh 3 lelaki hebat ayah papa kak azka 😊
578,578,sedih nya ilang pas denger suara nada di akhir vidio😏
579,579,Kirain ini adikipar rafi ahmd. Mirip suaminisya tnyta pp nada. Msh sodaraan kah
580,580,BERANI UNDANG PENJUAL ES TEH DI BILANG GUS GUS TAEK
581,581,"LOE ANGKAT TUH GUS GUS MU ITU BILANG PENJUAL ES TEH ,GUS MIFTAH GURU MU."
582,582,Mama nada yg mana.. Maaf gatau
583,583,Maap tolong suruh sang penceramah GUS MIFTAH sungkem ke bapak penjual minuman itu untuk minta maap tentang adab
584,584,"Om ded please kali ini klo Gus Miftah mau klarifikasi jangan mau,,, ok 😂"
585,585,"Di episode kali ini ga bisa komentar apa-apa, kecuali belajar banyak hal dari kalian bertiga😊"
586,586,"buset ni bang beben adabnya luar biasa bet gile,padahal ngalamin loss memory loh ini.adab sm tatakramanya masih ke save baik banget di ingatannya gile"
587,587,Org baik untuk org baik juga Masha Allah sya trharu g trasa air mta pun😢😭
588,588,"Bukan konten sedih , tapi bikin nangis 😢"
589,589,"Fix nada dan azka jodoh
Yg setuju like."
590,590,Hey bro tolong salamin sama sodaramu mifta.. Suruh mandi es teh biar waras
591,591,Gimana kabar gus miftah
592,592,Episode ini full senyum ya
593,593,❤
594,594,Abang udah lihat video guru bang gk bang?
595,595,"Nada harus banyak bersyukur karena kamu hidup dalam dua keluarga yg sayang sama kamu, apalagi punya kakak yg perhatian walau bukan kakak kandung."
596,596,50:50
597,597,Menit 04:00
598,598,"Menit ke 17:00 Nada say : Rumah kakek / Bapu, emang kakek/ bapunya nada orang Gorontalo yaa?? soalnya sebutan Bapu buat kakek itu berasal dari bahasa Gorontalo"
599,599,Detik 04.00 terharu
600,600,"Gue baru tau kalau nada anak angkatnya om dedi, kirain anak kandung"
601,601,"Bentar lagi tuh ustad bakal kesini...
Nanti cuma bilang khilaf apa lah...
Udah ga respek sama ustad lu ded..."
602,602,tolong undang bapa penjual es yang di gob*ok ustad gus miftah🥹 pk deddy
603,603,Om ded Bahas Gus Miftah Lagi Viral Ngatain tukang es teh Goblok
604,604,Nada berada di tangan orang yang tepat mas Dedy walaupun bukan orang tua biologis dan Aska bukan KK biologis tp mrk menyayangi nada dgn tulus.
605,605,ciook sedih wooy
606,606,"Nada kok rambutmu makin kaya cowok yaa,,,kangen nada yg rambut panjang"
607,607,Nada kamu  gadis yg sangat beruntung  ada ayah yg luar biasa dan papa yg super hebat ❤
608,608,"Pak Dedi gmn caray mendidik ank angkat yg sy urus dr bayi d skg SDH besar dia berontak d kabur dr rmh SDH 2bln ini dia berbalik ngatain sy ga penting pdhal sm sy jg punya ank kandung laki2 yg protek tp ank angkat sy tdk terima sy skg sangat2 sedih,sakit,kecewa kehilangan dia mau cari tp sy takut ank kandung sy marah karena ank kandung sy tidak suka kl sy cari ank angkat sy,tolong pak Dedi sy bingung😭😭"
609,609,❤️
610,610,"Sumpah yaa ini podcast mengandung bawang 😢😢😢
Nangiiissss dari mulai ayah beben bilang kangen ama nada 😭😭😭😭"
611,611,"Om ded, 
Info loker nya dong😢"
612,612,Salut!
613,613,saya kira nada itu anak kandungnya Sabrina Chairunnisa.
614,614,"Baru tau ayah nada personil band legenda jg, T five, salah satu band favorit ku, 🎵kau tiada kata terindah  tuk ucapkan isi hati, dan  beri aku asa yang ....🎵 Sukses selalu untuk ayah nada semoga diberikan kesehatan terus ❤"
615,615,Undang GM dong ngatain GBLK keBapak yang dagang Es 😢
616,616,Lagunya om Beben curahan hatinya...
617,617,"Gus, dengerin noh gus,gk ngeliat gk pp, dengerin aja😂"
618,618,Salute bgt sm papa Dedy ❤
619,619,"Om undang mentri pendidikan..
Klarifikasi kenaikan gaji guru...
Biar gak jadi bola liar😅😅"
620,620,Nada i love you ❤️😘
621,621,MashaAllah lucunya om Ded klo lagi nyombong didepan anak perempuannya😂
622,622,"MENGANDUNG BAWANG SIH, KALIAN KEREN! BARAAKALLAH FIIKUM!! ♥"
623,623,UNDANG GUS MIFTA LAHH 😂😂
624,624,"Sejuuuk bgttt, liat 2 orang lelaki yang sayang sama wanita. Oh 3,sama azka juga❤"
625,625,"Kalau cowok sejati memang gak mau dikasihani, beda sama yg dikit2 sedih. Apalagi kalau ngomong sebut nama sendiri"
626,626,❤❤❤❤❤.....om dedi nyanyii ......
627,627,😢😢😢
628,628,BESOK KALAU GUS MIFTA  MINTAK DIUNDANG MAU KLARIFIKASI JANGAN MAU OM DED
629,629,Bapak saya meninggal tgl 11 November kemarin meninggal karena kanker otak dan paru-paru. Mohon doanya 🙏
630,630,NADA INI ANAKNYA SABRINA KAH?
631,631,"Otak di borong ayahnya nada semua, jadi agus g kebagian"
632,632,waduh
633,633,"nada, papamu tuh casingnya doang yg seakan2 jahat ngomongnya, dlm hatinya mah paling sayang banget sm km dibanding anak kandungnya sndiri malah, dan bukan berarti ga sayang sm azka jg, tp dari obrolan dan ketawanya yg lepas di podcast ini menandakan sesayang itu om ded sm nada"
634,634,"Benar2 gen ayahnya, makin kesini makin mirip papanya.. 🤔"
635,635,"Nada... Disayang papa, ayah, ka Azka, ka sab sama bunda... Beruntung banget 😍🥰🥰"
636,636,nangis bgt 😭panjang umur ayah2 baik diseluruh dunia 😭
637,637,ben lu pria sejati
638,638,Sangat positive vibes yang saya lihat di podcast ini😊
639,639,OM DEDDY UNDANG MIPTAH KARENA G0BLOKIN PENJUAL ES
640,640,Pas mau akhir2 muter palaku 😇
641,641,bahagianya punya 2 ayah yg bijak..nada..semoga slalu sehat pjg umur yaa😍
642,642,"podhub om
sama2 ""sakit"" bareng vidi"
643,643,Respect dengan keluarga ini..semoga bisa buat belajar buat keluarga yang lainnya
644,644,kira2 sahabat anda si Miftah Dateng klarifikasi gak ded.😂
645,645,Nangis dan ketawa aku liat vodces ini masya alloh.. Nada bruntung sekli.. Puny sosok 2 ayh yg the best
646,646,Om botak yg kocak  tolong itu usut kasusnya yg nipu duitnya ayah nada saya pling benci kalo ada kasus2 penipuan pasti om bisa usut kasus dari data nelfon trus data transfer psti om bisa usut dan buka kasusnya jejak data psti bisa di lacak soalnya tidak sedikit uang 40jtaan harus tangkap pelakunya jeblosin ke penjara
647,647,"Beben...masyaAllah...saya teman SMP 28 bandung Ben....angkatannya Eva,Nuke,Riana,Andre,Zanu Ben...adik kelas."
648,648,wow om ded n om ben ... more stronger om ben
649,649,tp mohon maaf ama ibu nya cerai gak sih ayah nya
650,650,"Om Deddy ini memang bèner bener orang baik sekali. Buktijya dia mualaf tapi sama sekalinridak pernah menjelek jelekkan agama yang dulu dia peluk
2..waktu jaman covid 19 . Sponsor dari DEddy Corbuzier itu kalo datang pakai Kontainer di wisma.atlet kemayoran. Hampir 10 hari sekali. Saat itu kebetulan saya tugas disitu sebagai tim kesehatan
Trus kèbaikam lain membiayai Nada seluruh kebutuhannya tapi menganjurkan Nada menyayangi kedua ortunya"
651,651,Bravo mas deddy...  Selalu menjadi orang baik mas
652,652,MashaALLAH luar biasa 2 org tua yg hebat 👍👍💪💪 akur bgt  semoga sslu damai seperti ini 🙏
653,653,Om deddy sangat bangus  ngebantu nada yng bener membutuhkan seseorng yng bisa ngasih soport nada
654,654,Om gimana itu LG rame tuh..ustadz Miftah...menghina tukang es bakul...bahas donk om..kasih nasehat biar jgn bgitu sama org yg lebih kecil..miris gw..
655,655,Nangis banget nnton podcase kali ini karna udah ga punya ayah lagi😢😢
656,656,"OM DED TANGGAPANNYA DONG MUMPUNG LAGI ANGET KASUS SI MIFTAH YG SUKA DI PANGGIL GUS, DIA GOBLOKIN PENJUAL ES TEH?"
657,657,Beruntung bgt kamu nada disayangi 3 laki2 dan 2 ibu..
658,658,Gus agusss nonton nihh😢
659,659,"Fuck, i love you Oom. Love you 🤲🤲"
660,660,Undang gibran dong om ded bahas fufufafa
661,661,Hadir
662,662,"one of my favourite bassist, Bheben!!! I love u  kang!!!"
663,663,Bageur maneh ben😊
664,664,"Pantes gak asing sama ayah nya nada, teryata anak band 😊"
665,665,orang baik ketemu orang baik...bersyukur NAda punya 2 orang laki-laki hebat
666,666,"Orang Hebat
Ayah yang hebat
Kang Beben"
667,667,Nada ada di tangan yg tepar syg cinta dgn tulus 😍😍
668,668,Om aku mampir cuma mau nyampein siap siap jadi tempat kralifikas si miftah goblok2in menjual es teh di suruh jualan padahal penjual es teh nya emang  lagi jualan
669,669,"Undang gus miftah om ded
Sama tukang Es teh nya ... 🙏"
670,670,"Lah gw. Waktu kcil bandel nya minta ampun sampai"" Alm. Ayah gw nabok gw pakai ikat. Pingang.. Gara2 dulu gw sring brantem sama adek gw.. .. Alfatihah buat ayaku. Alm. Alamsyah smga khusnul khotimah. 🙏"
671,671,Thats so beautiful
672,672,"Maaf kak tanya, ayah sama ibu kandung nada kenapa ga tinggal bareng ?"
673,673,family by choice
674,674,meriniding gw denger om ded ngomong
675,675,knp pindah k bdg? mamanya nada udah pisah sm papanya?
676,676,"yang terbaik dari podcast ini adalah ""ladida ladida dida dida"" edan rock banget😖😷"
677,677,Agus sedihhh
678,678,Mning nonton ini. Drpd drama si Agus.
679,679,32:47 coba deh dikirim audisi kali rejeki kayak Rosè wkwkwk
680,680,Om bahas gus Miftah dong yg baru viral 😅
681,681,"beda sm insial a……….





ayasudahlah"
682,682,"Rona merah pipimu, terlukis jelas diwajahmu.
Diam membisu Ku ingat senyuman manis walau sesaat...

Bayangan dirimu, selalu mengisi hatiku...

Bilakah Kan terjadi, kau Kan jadi milikku selamanya.....


T-Five

(Zaman ayah Ben lagi keren2nya, sampai sekarangpun keren2nya Gak ilang2)

GBUr family yahhh❤❤❤❤❤"
683,683,"Misalkan ayahnya nada adalah si agus sedih, ud kelar deh minta mobil, rumah dll agusss sedihhhh😂"
684,684,"Nada yang ngalamin, gw yang sumringah, denger mereka ngobrol aja gw bahagia banget, padahal ga kenal"
685,685,nada salah satu anak yang paling beruntung di dunia
686,686,"Wah ternyata salah satu personilnya T-Five,"
687,687,"Berasa ngeliat 2 org ayah kandung membahas 1 anak kandung, membingungkan😂😂😂"
688,688,"Gile ayahnya nada gamau bebanin orang bgt, ada kesempatan jg gak di ambil loh 😢"
689,689,😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭
690,690,Saya gak setuju kalau si Miftah diundang kesini buat klarifikasi
691,691,"Asli di menit ke 30an..senyum sambil terharu, sebegitunya Nada terlindungi..🥰🥰"
692,692,Om ded coba undang gus miftah dan sebelah kanan gus yg ketawanya kncg bgd dan ky ngeldek😮
693,693,Kok aku nangis 😭
694,694,❤
695,695,Salut sih sama mereka
696,696,Mereka ketawa tawa. Aku yg nonton nangis 😢😢😢
697,697,lup
698,698,"Very inspiring, semuanya paaass banget gak berlebihan, bikin hati terasa hangat. Mana pas banget momennya lagi ada yang viral soal bantu-membantu, contoh yang pas nih buat yang bantu, terutama yang dibantu. Sukses terus buat Nada, semoga lekas pulih 1000% buat Kang Beben, dan semoga rezeki berlimpah untuk Mas Ded ❤❤❤"
699,699,MASSYAALLAH SERU BANGEEETTTTT
700,700,Om ded coba tanggepannya tentang gus miftah yg ngatain bapak penjual es teh goblok sambil ketawa ?????
701,701,I saw two superman and one supergirl.. What a family dream
702,702,"Ikut senang melihat suksesnya om dedy membantu nada dan ayahnya,,semoga Allah sllu menolong orang yg baik"
703,703,Om Ded....Gus Miftah om....so iye om....sakit hatiku om liat bapak penjual es digituin om
704,704,"Ayahnya nada dulunnya pemain band ya ,,lupa band ny apa,......"
705,705,agos nanges
706,706,Adem banget kaya gini nonton sambil senyum senyum sendri
707,707,Panggi Gus Miftah dong om Deddy. Yg abis menghina Tukang es teh.. beradab bgt tuh guru antum hehhe
708,708,"Keren nya nada corbuzier menurut gua, walaupun udah diangkat anak sama deddy corbuzier  nada masih kerja keras kalau dilihat dari sosmed."
709,709,❤ bikin mewek
710,710,yg lagunya nada dinyanyiin di podhub kapan rilis om ded?
711,711,"MANA. GA ADA KLARIFIKASI SI MIFTAH? ORANG LAIN ROY TANUR, ANAK PAJAK DLL DIKATA2IN.. MANA MANA SOAL SI MIFTAH MANA?"
712,712,Iya iya kopi satu om ded 😁✌️
713,713,"Hbs liat ceramah gus miftah jd sedih, yg di rendahin bp penjual es teh 😢"
714,714,"Pen nangis gw , kebetulan keluarga gw juga broken home"
715,715,Ini lagu mengingatkan dithn 1991 wkt aku pertama masuk sekolah musik di vidi vici
716,716,endingnya pengen nangisssss... orgtua yg luarbiasaaaa happy liatnya.. nada jgn sia2kan pya orgtua yg hebat dan kel yg mendukung
717,717,"Mama saya juga sama tumor otak dan di operasi, Alhamdulillah selamat , tapi sedih nya setelah operasi mama saya tidak bisa melihat lagi 😢"
718,718,Azka kaka yg bnr2 ngejagain adik ny nanda
719,719,Gus miftah smart people
720,720,"Semoga terus harmonis 2 keluarga ini, bahagia dan sehat selalu ❤"
721,721,"Terharu w sih, sampe nangis, 😢 beruntung nada Masya Allah"
722,722,"Bahagia ya liat anak disayang ayahnya plus ayah angkatnya... Aku punya 1 tapi ga tau dimana kagak pernah peduli ma anak'nya ..
Sedihhhh x liat video ini"
723,723,Mas ded masya Alloh Tabarokalloh
724,724,mbrambang...
725,725,Loveeee bgt buat kalian semua❤❤jd terharu❤
726,726,Baru tahu ayahnya Nada masih ada di hidup Nada. Kirain bakal awkward diundang gini. Ternyata tidak sama sekali.
727,727,Maaf nanya (serius) ayah sama bunda nada itu sudah pisah?
728,728,Dua orang tua yang hebat
729,729,Ini konten bermanfaat
730,730,Om ded tolong temennya yg Bernama Miftah digebug panggungnya.. biar gak lupa diri
731,731,Njir....gw tonton sampe abis....gw yg keluar air mata
732,732,nada mirip mukanya dgn ayah😍🥹
733,733,Gue sepanjang nonton ini nyengir nyengir nangis
734,734,Ternyata keharuan itu tidak harus dengan drama kesedihan.
735,735,apakabar Gus Miftah yang katanya guru mu itu master
736,736,"2 Nama dedi pada baik, cerdas, sukses.. Dedi Corbuzier & Dedi Mulyadi."
737,737,Ayah beben dan om dedi adalah ayah2 hebat....utk nada hrs bersyukur punya 2 ayah ya
738,738,Moga ayah nada sehat trus..cepat pulih.amin
739,739,"Saya yatim piatu dari kecil.
Sy mengidolakan dedy dri dia pensiun jadi pesulap/ mentalistis.
Dulu sblum dia menjdi muslim sy nebak2 bahwa dia akan jadi muslim.
Karna karakter dedy pemikir."
740,740,Miftah si manusia tdk beradab pasti konfirmasi disini
741,741,Nada mirip bgt sama ayahnya.. ❤❤
742,742,"Gk nyangka abah nye bassist T five 😮😮

dari jaman manggung di bandung sampe di nyc taman ria senayan 😊🎉😅"
743,743,Lu beruntung sih nada
744,744,"Ya Allah ,2 orang yg jadi keluarga beneran krn sama2 berniat baik.."
745,745,"Senyum2 sendiri mendengarkan melihat obrolan mereka bertiga, nada yang multitalenta didukung ayah & papa yang keren, pribadi ayahnya baik, papanya sangat mendukung semua kegiatan yang dilakukan Nada selagi baik buat nada"
746,746,Undang gus miftah om
747,747,25.28 ngakak 😂
748,748,yg wajib dapet donasi itu yg gini..bukan si agus :((
749,749,"Nada beruntung banget punya ayah yang sayang sama dia, punya papa dan kaka juga yang sayang dan siap jagain🥺❤"
750,750,Ikut bahagia lihat hubungan ayah ...anak ...papa angkat ini ❤
751,751,Mamanya nada apakah sdh bercerai dgn ayahnya nada?
752,752,UNDANG GUS MIFTAH SURUH KLARIFIKASI
753,753,"Ini kenapa nontonnya merinding mulu yak, ini baru tontonan yang bisa dijadikan tuntutan."
754,754,om Coba Lu berani ga Undang Bapak² PENJUAL ES YANG lagi Cari NAFKAH DI HInA dan di jadikan Lelucon Oleh Gurumu Si MIFTAH murid Khabib Pemalsu MAKAM. Semoga terbaca 😊
755,755,Happy vibes bgt nnton episode ini
756,756,Om ded guru lu bermasalah
757,757,"panggil Agus om Ded, next video 😂😂"
758,758,Ceritanya kaya di film² ya❤❤❤ semuanya baik gak ada yg julit jahat
759,759,Nada msh ballet ga?
760,760,Om ded guru spiritual panutan lu ngegoblok2in bapak2 tukang minuman di acara agama tuh.. sakit jiwa.. istrinya di toyor2 juga jadi konten..
761,761,"Keren jg si nada sumpah dgn umurnya yg trbilang bocah. 
Bpaknya jg keren"
762,762,Tolong undang bapak penjual es teh
763,763,"Samaa kayaa ibu ku kena tumor otak dan alhamdulilah nyaa hanya 1x operasi....
Sehaaat² truuuus maaa...❤❤❤"
764,764,"Ak aja yg sudah menikah masih cium2 ayah, nada jgn malu yaa cium ayahnya, tunjukin rasa sayangnya selagi orgtua masih ada"
765,765,"Om ded, BILANGIN sama GUsMifta , JANGAN MERENDAHKAN ORANG DI DEPAN UMUM.. HARUS ADA ADAB DAN MORAL .."
766,766,Ayah sama bundanya cerai ta ?
767,767,"Nangis pas liat mereka bertiga colab nyanyi, happy bgt liatnyaaa"
768,768,"Bapaknya nada hebat, ga mau nyusahin org lain."
769,769,"Ademmm Nada, you’re luckiest!!"
770,770,"Ayah yg kuat,Saya sbgai ayah dn punya ank perempuan,ngbayangin Ayah nada bilang kangen,tuh sya ngerti kangennya seorng Ayah ke anak prempuannya"
771,771,Makin salut gw sama Om Dedi....keren Om...tetap berbuat baik ya Om Ded utk semua orang....
772,772,"20:56 ga usah mesem2 om, nanti ada yg sedih hahhah"
773,773,Om ded please di monitor om ded...tkt ada org jahatin om ben lagi
774,774,Aku iri aku bilang😢
775,775,good attitude akan menyelamatkan kita
776,776,"Om ded, kok Gus Miftah kek gitu sih, ngatain pedagang 😢"
777,777,Knp nada slalu lebay bngt ngmongny kyj so di manja2
778,778,sukaa liatnyaa🥺
779,779,❤❤❤❤❤❤❤❤ txs om Ded
780,780,Di ajak ke podhub ...
781,781,Nada beruntung banget punya 2 figur ayah yang tidak dimiliki semua orang😭
782,782,"Ternyata ayah nya nada gitaris tipe X, musisi jgk baru tau saya, ya satu angkatan dong ma mas dedy dan gua pun tau klu group tipe x jaman itu"
783,783,"TANGGAPAN BAPAK DADDY TENTANG OMONGAN GUS MIFTAI YANG NGELUARIN KATA² TIDAK PANTAS UNTUK PEDAGANG DICERAMAHNYA,GIMANA???"
784,784,Bahagia banget liatnya
785,785,Om ded? Guru lu c Miftah sangat membanggakan lagi rame
786,786,"Kok nangis yaa lihat ayah nada sama nada , seorang ayah sebetulnya rindu sama anaknya"
787,787,Nada harus sering2 tengok ayah. Kalau ayah mgkin sungkan kalau sering kjkt
788,788,"sosok Dua orang Tua nada  orang"" hebat, Btw to the poin aja yak, Angkat aku jadi menantu mu Pak"
789,789,"tiba tiba kepikiran judul music ""Found Rough Gem"" ""2 Heart for One"" random aja sih"
790,790,Matanya Nada mirip sama Ayahnya...tapi overall Nada jd kek ada bule nya. Anyways ini bagus dicontoh bang DC nya dan Azka udah ngejaga Nada jd Ayahnya yg sakit ga kepikiran anaknya. Nada yg aku suka juga di didik sama bang DC n wife untuk bisa mandiri dan ga spoiled
791,791,Ayah nya keren bgt 😢
792,792,Ayah nada orgnya asik dan baik bgt❤
793,793,"ahir video,pelajaran paling berharga dari om ded, 
simpelnya.jangan malu jika itu bisa membuat ayahmu bahagia😊"
794,794,"ada 2 perbedaan 
yang 
1. tau berterima kasih 
2. **** sedihh bangett [tidak tau terima kasih]"
795,795,"Jadi kangen sosok papah 😢😢
Banyakin brsyukur yukk yang masih punya sosok papah atau pun ayah😢
Al-fatihah untuk alm papah ku😢"
796,796,HEH GOOOZ AGOOZZ RUNGOKNO IKI. AYAHE NADA SANGAT TAHU BALAS BUDI. TIDAK SEPERTI ANDA YANG PENGEN TERKENAL DARI JALAN YANG MENJIJIKKAN GOOZ AGOOZZ
797,797,Kesni krn lihat ditiktok
798,798,"ANJIR pengen nangis nonton podcast kali ini, ayah mana yang rela anaknya bersama orang lain, saya tau perasaan ayah nada, pasti carut marut. Semoga ayah nada sehat dan kembali berjaya. Tapi di sisi lain om dedy juga keliatan sayang banget sama nada ! Semoga kalian semua menjadi keluarga seutuhnya !! Amiin 🙏🙏"
799,799,lagi nonton queen of tears eps 14 si Hong Hae In mau di op tumor otak dan bakalan hilang ingatan. relate sama ini jadi sedih lagi deh😢
800,800,ko deep bngt yak nangis jdinya
801,801,"Om Ded, berbarengan postingan ini bertema ayah, disana ada seorang ayah yang berjualan es teh di acara sahabat atau gurumu si Gus Miftah, yang dihina sama Gus Miftah dan teman-temannya yang berasa kaum surga, tolong bilangin sama dia, bahwa dia bukan manusia, karena kalau manusia itu punya hati nurani dan cinta kasih, menghargai sesama, sampai ke dia, kesombongannya akan menghancurkannya, otak sama hatinya disuruh pakai, drpd fungsinya di stop"
802,802,nada putih bgt woi
803,803,Kagum ❤
804,804,keren ❤❤❤
805,805,Guss guss liat dengerin nihhh 😁😁
806,806,"Senang liat nada berbahagia punya 2 bapak yg sangat baik  ,"
807,807,"Seru nih undang ke podhub
Sesama musisi dgn vidi"
808,808,"Undang sahabat lu om ded, si Miftah bilang orang jualan es goblok, lagi viral tuh"
809,809,Kereeennn ayah nya nadaa .. mantappp
810,810,Perasaan gw bingung lihat episode ini.. bayangin rasanya neglihat anak yang lu sayangi banget.. manggil orang lain papa... Bukan bermaksud buruk. Tapi pasti ada feel something
811,811,"moment manis nan indah. 

terharu.. 😭😭😭"
812,812,"Om Beben semoga sehat selalu, kepribadian nya good banget"
813,813,Liat ayah nya nada jadi inget alm papa ku 😢
814,814,OM DEDY PLIS BGT SAYA MOHON JANGAN KASIH PANGGUNG PODCAST MIFTAH UTK KLARIFIKASI ATAS PENGHINAAN TRHADAP PAK PUN (bpk penjual es) !!!
815,815,Beruntung nada punya dua ayah yg hebat..
816,816,Masyallah 😢semoga makin sehat ayahnya nada
817,817,"Aku nangis bgt nonton podcast kali ini. Teringat aku yg dari kecil sering menyaksikan bapakku sakit, merasakan situasai di mana bapak nasuk keluar rumah sakit sampai berpulang ketika aku SMA. Melihat orang tua sakit di usia kita yg masih btuh sosok ayah itu rasanya sedih dan sakit banget. 

Aku seneng bgt Nada punya ayah dan papa yg menjaga Nada. Smoga ayahnya makin sehat, dan lebih sehat."
818,818,"Om Dedy undang dong Gus Miftah...
Klarifikasi becanda nya ke bapak"" jualan es teh.... Becanda boleh tapi jangan kelewatan lah.. lagi rame supaya dapat view nya banyak dan bisa membantu bapak jualan es teh itu yang di becandain... Semoga komen ini di baca om Dedy... Dan bisa memberi kan opininya yang terbaik"
819,819,"Adem ga kaya kasus agus, 😅😅"
820,820,"Gus, ayahnya nada kyknya bukan circle nya kamu ya"
821,821,"Moment terbaik antara 2 ayah dan anak,saat nyanyi bareng😢❤
Next Adain projek bareng,,,,"
822,822,2 sesok lelaki hebat
823,823,jahat nya ku punya fikiran
824,824,Adem banget moment ini. Om Ded ❤
825,825,beda sama si pura pura buta
826,826,Sayangnya agus gak bisa liat podcast berkelas ini😢
827,827,"bapakku juga tumor otak, ternyata udh kanker, baru sempet operasi 1x tp ga bisa bertahan, lg nunggu jadwal operasi kedua, sehari sebelum jadwal operasinya bapak udah dipanggil Allah. Seneng bgt liat ayahnya Nada bisa sembuh, semoga terus membaik dan pulih seperti semula. Sehat terus yaa kalian semua"
