,Unnamed: 0.1,Unnamed: 0,comment
761,761,761,keren jg si nada sumpah dgn umurnya yg trbilang bocah bpaknya jg keren
762,762,762,tolong undang bapak penjual es teh
763,763,763,samaa kayaa ibu ku kena tumor otak dan alhamdulilah nyaa hanya 1x operasisehaaat truuuus maaa
764,764,764,ak aja yg sudah menikah masih cium2 ayah nada jgn malu yaa cium ayahnya tunjukin rasa sayangnya selagi orgtua masih ada
765,765,765,om ded bilangin sama gusmifta  jangan merendahkan orang di depan umum harus ada adab dan moral 
766,766,766,ayah sama bundanya cerai ta 
767,767,767,nangis pas liat mereka bertiga colab nyanyi happy bgt liatnyaaa
768,768,768,bapaknya nada hebat ga mau nyusahin org lain
769,769,769,ademmm nada youre luckiest
770,770,770,ayah yg kuatsaya sbgai ayah dn punya ank perempuanngbayangin ayah nada bilang kangentuh sya ngerti kangennya seorng ayah ke anak prempuannya
771,771,771,makin salut gw sama om dedikeren omtetap berbuat baik ya om ded utk semua orang
772,772,772,2056 ga usah mesem2 om nanti ada yg sedih hahhah
773,773,773,om ded please di monitor om dedtkt ada org jahatin om ben lagi
774,774,774,aku iri aku bilang
775,775,775,good attitude akan menyelamatkan kita
776,776,776,om ded kok gus miftah kek gitu sih ngatain pedagang 
777,777,777,knp nada slalu lebay bngt ngmongny kyj so di manja2
778,778,778,sukaa liatnyaa
779,779,779, txs om ded
780,780,780,di ajak ke podhub 
781,781,781,nada beruntung banget punya 2 figur ayah yang tidak dimiliki semua orang
782,782,782,ternyata ayah nya nada gitaris tipe x musisi jgk baru tau saya ya satu angkatan dong ma mas dedy dan gua pun tau klu group tipe x jaman itu
783,783,783,tanggapan bapak daddy tentang omongan gus miftai yang ngeluarin kata tidak pantas untuk pedagang diceramahnyagimana
784,784,784,bahagia banget liatnya
785,785,785,om ded guru lu c miftah sangat membanggakan lagi rame
786,786,786,kok nangis yaa lihat ayah nada sama nada  seorang ayah sebetulnya rindu sama anaknya
787,787,787,nada harus sering2 tengok ayah kalau ayah mgkin sungkan kalau sering kjkt
788,788,788,sosok dua orang tua nada  orang hebat btw to the poin aja yak angkat aku jadi menantu mu pak
789,789,789,tiba tiba kepikiran judul music found rough gem 2 heart for one random aja sih
790,790,790,matanya nada mirip sama ayahnyatapi overall nada jd kek ada bule nya anyways ini bagus dicontoh bang dc nya dan azka udah ngejaga nada jd ayahnya yg sakit ga kepikiran anaknya nada yg aku suka juga di didik sama bang dc n wife untuk bisa mandiri dan ga spoiled
791,791,791,ayah nya keren bgt 
792,792,792,ayah nada orgnya asik dan baik bgt
793,793,793,ahir videopelajaran paling berharga dari om ded simpelnyajangan malu jika itu bisa membuat ayahmu bahagia
794,794,794,ada 2 perbedaan yang 1 tau berterima kasih 2  sedihh bangett tidak tau terima kasih
795,795,795,jadi kangen sosok papah banyakin brsyukur yukk yang masih punya sosok papah atau pun ayahalfatihah untuk alm papah ku
796,796,796,heh goooz agoozz rungokno iki ayahe nada sangat tahu balas budi tidak seperti anda yang pengen terkenal dari jalan yang menjijikkan gooz agoozz
797,797,797,kesni krn lihat ditiktok
798,798,798,anjir pengen nangis nonton podcast kali ini ayah mana yang rela anaknya bersama orang lain saya tau perasaan ayah nada pasti carut marut semoga ayah nada sehat dan kembali berjaya tapi di sisi lain om dedy juga keliatan sayang banget sama nada  semoga kalian semua menjadi keluarga seutuhnya  amiin 
799,799,799,lagi nonton queen of tears eps 14 si hong hae in mau di op tumor otak dan bakalan hilang ingatan relate sama ini jadi sedih lagi deh
800,800,800,ko deep bngt yak nangis jdinya
801,801,801,om ded berbarengan postingan ini bertema ayah disana ada seorang ayah yang berjualan es teh di acara sahabat atau gurumu si gus miftah yang dihina sama gus miftah dan temantemannya yang berasa kaum surga tolong bilangin sama dia bahwa dia bukan manusia karena kalau manusia itu punya hati nurani dan cinta kasih menghargai sesama sampai ke dia kesombongannya akan menghancurkannya otak sama hatinya disuruh pakai drpd fungsinya di stop
802,802,802,nada putih bgt woi
803,803,803,kagum 
804,804,804,keren 
805,805,805,guss guss liat dengerin nihhh 
806,806,806,senang liat nada berbahagia punya 2 bapak yg sangat baik  
807,807,807,seru nih undang ke podhubsesama musisi dgn vidi
808,808,808,undang sahabat lu om ded si miftah bilang orang jualan es goblok lagi viral tuh
809,809,809,kereeennn ayah nya nadaa  mantappp
810,810,810,perasaan gw bingung lihat episode ini bayangin rasanya neglihat anak yang lu sayangi banget manggil orang lain papa bukan bermaksud buruk tapi pasti ada feel something
811,811,811,moment manis nan indah terharu 
812,812,812,om beben semoga sehat selalu kepribadian nya good banget
813,813,813,liat ayah nya nada jadi inget alm papa ku 
814,814,814,om dedy plis bgt saya mohon jangan kasih panggung podcast miftah utk klarifikasi atas penghinaan trhadap pak pun bpk penjual es 
815,815,815,beruntung nada punya dua ayah yg hebat
816,816,816,masyallah semoga makin sehat ayahnya nada
817,817,817,aku nangis bgt nonton podcast kali ini teringat aku yg dari kecil sering menyaksikan bapakku sakit merasakan situasai di mana bapak nasuk keluar rumah sakit sampai berpulang ketika aku sma melihat orang tua sakit di usia kita yg masih btuh sosok ayah itu rasanya sedih dan sakit banget aku seneng bgt nada punya ayah dan papa yg menjaga nada smoga ayahnya makin sehat dan lebih sehat
818,818,818,om dedy undang dong gus miftahklarifikasi becanda nya ke bapak jualan es teh becanda boleh tapi jangan kelewatan lah lagi rame supaya dapat view nya banyak dan bisa membantu bapak jualan es teh itu yang di becandain semoga komen ini di baca om dedy dan bisa memberi kan opininya yang terbaik
819,819,819,adem ga kaya kasus agus 
820,820,820,gus ayahnya nada kyknya bukan circle nya kamu ya
821,821,821,moment terbaik antara 2 ayah dan anaksaat nyanyi barengnext adain projek bareng
822,822,822,2 sesok lelaki hebat
823,823,823,jahat nya ku punya fikiran
824,824,824,adem banget moment ini om ded 
825,825,825,beda sama si pura pura buta
826,826,826,sayangnya agus gak bisa liat podcast berkelas ini
827,827,827,bapakku juga tumor otak ternyata udh kanker baru sempet operasi 1x tp ga bisa bertahan lg nunggu jadwal operasi kedua sehari sebelum jadwal operasinya bapak udah dipanggil allah seneng bgt liat ayahnya nada bisa sembuh semoga terus membaik dan pulih seperti semula sehat terus yaa kalian semua
828,828,828,suka terharu kalo liat kedekatan ayah sama anaknya karna aku gabisa mendapatkan figur ayah yang sebenarnya aaaaaaaaa sedih deh
829,829,829,semua ayah hebat
830,830,830,bangga banget sama ayahnya nada sehat terus ayaaah selalu baik yaa om deddy juga semoga selalu baik selalu kalian semua sekeluargaaa 
831,831,831,oom q tumor paru sblum tw penyakitnya msih bsa jalan n bangun sndri bgtu tau sakitnya n stadium 4 oom q makin ngedrop n bulan lalu meninggal minta doanya ya semoga oom q husnul khotimah aamiin
832,832,832,menurut g om dedi baik sekalibegitu luar biasa hatimunada km ank plg bahagia di dunia ini pstnyajagalah kedua ayah dan papamumereka bnr2 sayang sekali sm km lohbuatlah mereka bangga yah tp jgn jd beban buatmu yajlnkan sj sesuai kemauanmuraih cita2mu setinggi2nyabahagiakan mereka
833,833,833,bpaknya kuat banget g nangis klw si a pasti udah nangis2 
834,834,834,nadaaaa semoga orang tua kamu sehatsehat dan terus ada buat kamu yaa semangat
835,835,835,setujuu om nada jangan dikenalin sama cowok dlu yg ada namanya pacaran ttp cowok yg keenakan
836,836,836,setujuu om nada jangan dikenalin sama cowok dlu yg ada namanya pacaran ttp cowok yg keenakan
837,837,837,ko sedih si nontonnya
838,838,838,gus mu lagi viral tuh ded
839,839,839, ko deddy lucu ternyata
840,840,840,jadi ke inget seorang ayah yg sedang berjualan es teh 
841,841,841,penuh dengan gula 
842,842,842,beruntungnya nada
843,843,843,papa dan ayah bersatu  semua sayang nadaa
844,844,844,workout dirumah enak bgt sambil lihat konten om dedy 
845,845,845,kenapa aku baru baca thumbnailnya aja udh terharu
846,846,846,ayah dan papa yang hebat dan boleh di banggain nada doakan supaya 2 lelaki hebat ini srhat dan panjang umur
847,847,847,aku pernah jatuh dri jembatan tinggi 2 metermotor sampe kebaliktp aku gak inget sama sekali
848,848,848,gw cowok tpi agak nangis dikit gpp yah
849,849,849,keren nich klrga
850,850,850,ternyata sesayang itu azka ke adeknya
851,851,851,deddy please sadar ayah kandung nada membutuhkan nada disisa hidupnya bersama hidup  menemani  itu wajar anak perempuan mengurusi ayah kandungnyadeddy hrs ikhlas lepaskan nada
852,852,852,episode close the door ter sweeeetttt yg menolong membumi yg di tolong sadar diri nada you should be greatfull that you have two amazing dads
853,853,853,nada dulu muncul nya pas balet2 pencarian bakat itu ga sih
854,854,854,jangan judges nada kita harus beradaptasi dengan zaman
855,855,855,9 hours ago and already 12 million d gokil
856,856,856,enak ya lihat nya  kalo yg di tolong tau terima kasih
857,857,857,yang punya nama agus harus nonton ini nihhhh
858,858,858,nada mirip bangetsama ayahnya
859,859,859,padahal mau dengerin nada nyanyi more than worlds malah kena copyright otw instagram 
860,860,860,luar biasa ya nada disayang 3 lelaki luar biasa dilindungi sebesar besarnya masyaa allah sehat sehat yaa nada
861,861,861,selama gua nonton chanel ini ini episode terbaik menurut gua
862,862,862,beben tfiveee
863,863,863,om deddy sangat baikkkkkksemoga allah selalu lindungi om deddy sekeluarga
864,864,864,kalian punya bapa 
865,865,865,salut sama 3 sosok di video ini salut sama omded yg tulus banget nolong satu keluarga ini dan jg orang2 lain di luat sana yg juga sdh ditolong omded dengan tulus salut sama bang beben dengan semangat juangnya dan salut juga sama nada yg masih umur segitu tapi multitalented banget the real example of family isnt always bound by blood but by love salut 
866,866,866,luar biasa papa dedy dedy baik skli hatinya
867,867,867,untung bukan si agus ayahnya 
868,868,868,alhamdulillah beben membaikkita sepantaran beben n cindy orang tua kita bersahabatgasangka liat lagi beben di closethedoor bikin pikiran flashback very nice memory saat ortunya beben om iwan ngajarin beben main gitar bahkan diajarin ampir semua alat music dan beben jago maen gitar ada hal kocak beben cerita dia lebih suka nge gambar sama maen robot2an  voltus thundercats n gundam 
869,869,869,nada sangat beruntung punya 2 sosok ayah
870,870,870,baru tau saya ayah nya nada beben tfive
871,871,871,klarifikasi gus miftah ttg es pasti rame om
872,872,872,donasi yang jumlahnya kurang dari 50 juta aja dilirik dan dicuri oknum apalagi yang donasi jumlahnya 1m seberapa banyak oknum yang pengen nyuri
873,873,873,alhamdulillah ayah nada dah sehat smg sehat sll nada bersyukur punya  ayah n papa 2 orgtua yg hebat  smg kalian selalu dlm lindungan nya tabarakallahu
874,874,874,kok gak kumpul dirumah nada dan ibu nya knpa dihotel apa udh cerai sama ibu nya nada
875,875,875,kagum banget sama ayahnya nada  dan pengen nangis apalagi pas bilang malu ngerepotin nada  get well soon kang ben
876,876,876,gini nih gus di tolong terimakasih gak kaya lu gk bersyukur gk berterima kasih
877,877,877,adeeem tentreem lihat sesion ini dri pada fa dkk
878,878,878,baru sadar ternyata basisnya t five
879,879,879,ayah nada kerendia ga pengen ngrepotin org lain gak kyk kasus donasi yg lg viral
880,880,880,keren sekali 2 lakilaki ini
881,881,881,gw ngefans sama t five jaman pensi sma sehat slalu bang bebenyg udh mewarnai masa sma
882,882,882,om ded lihat pengajian gus miftah yang lagi viral tuh gimana menurut km om ded aku tunggu tanggapan mu om ded terimakasih 
883,883,883,baru tau kalau anda anak personil band t five 
884,884,884,om agus angkat jadi kameramen bawa kamera wkwkw
885,885,885,bang ben ben 
886,886,886,ini lo di bantu gk lupa berterimakasihada orang di bantu emalah gigit itu manusia apa hewan
887,887,887,
888,888,888,doa kan saya ya temantemanmudahmudahan youtube saya bisa kaya youtube nya om dedibiar bisa nyekolahin adikadik 
889,889,889,kisah nya keren si ayah nada klo d bikin film
890,890,890,wah bisa bisa azka kelak berjodoh ama nada ya gak papa sih sama sama baik 
891,891,891,agus suruh lihat bpaknya nada biar belajar adab
892,892,892,doa kan bapa saya ya guys biar cepet sembuh dari cuci darahnya 
893,893,893,kapan om ded mau podcast sama guru anda tentang klarifikasi bapak bapak penjual es teh
894,894,894,besanan aja dech om nada calon azka yg terus terjaga 
895,895,895,maaf ini teh kang beben yg profesi sebagai penyiar bukan yah maaf klo salah
896,896,896,salut sm om dedi  om beben kel yg tulussht sll untuk semuanya
897,897,897,nadaaaa senangnyaaa punya 2 ayah yg amat sangat menyayangi 
898,898,898,intinya kasih sayang sebenarnya bukan menuruti apa yang di maubatasan bukan sebagai hukuman karena di kehidupan nyata gak semua hal bisa didapatkan
899,899,899,agus kabarnya gimanacoba kalau agus diangkat anak sama om dedpasti g teriak teriak 
900,900,900,
901,901,901,aku kelahiran 99 aja kek tentara kena pecut tabok sendal
902,902,902,happynya nular
903,903,903,bang dedi 
904,904,904,minta doanya ya teman mamah aku juga sama tumor otak udah 14 tahun kena saraf mata sama hidungnya harusnya di operasi tapi mamahku ga mau semoga terus diberi kesehatan dan panjang umur aamiin
905,905,905,lebay tuh nada sm ayahnya masa bgt
906,906,906,dari video ini kita mengerti bahwa om ded ini tipikal orang yang ngapain harus menjelaskan semua keadaan pada publik akhirnya inilah penjelasan sesungguhnya kenapa om ded adopsi nada
907,907,907,salut buat om ded  org baik dan keren banget 
908,908,908,tfive lagunya seru dulu jaman sekolah dan acara kampus selalu muter lagu lagunya
909,909,909,mudah2an om dedy obyektif dan adilmau mengundang tukang es teh yg di katai g0bl0k sm gus miftah
910,910,910,sehat buat bapak nada dan kluarga om dedy  yang ini beda nih otaknya kena tumor tapi  kayak 100  masih normal  beda dengan orang buta  mata buta mata hati
911,911,911,pliiisss woy detik 148 itu suara cewe bilang waaaah siapa
912,912,912,undang gus miftah dong om ngeliat video nya di sosmed ngejelekin pedagang es rasanya nyesek banget mana di goblokin depan publik lagi
913,913,913,ayah ben besar sekali hatinyaaaa masyaallah
914,914,914,ayah beben 1000000 morality aura
915,915,915,baru kali ini lihat acara um ded yg paling seruh dan lucu sumpah ngakak bgt
916,916,916,waw bahagia sekali 
917,917,917,
918,918,918,gus tonton gus lelaki tidak bercerita gus 
919,919,919,amalan ayah nya nada pasti luar biasa yaampe d saat dy gabisa jaga apalagi rawat nadaalloh kirimkan om ded buat rawat nada dgn amat sgt baik
920,920,920,semoga nada bisa dapat jodoh kayak akusetia wkwkwkwk
921,921,921,4 jepol untuk ayah nanda good atitut
922,922,922,nada
923,923,923,nada makin kaya cowok
924,924,924,terharu bgt liat ayah nada ga aji mumpung baik tulus masyaallah 
925,925,925,hebat ayah nada
926,926,926,personil tfive ni
927,927,927,suka banget lihat mereka 
928,928,928,nada enak banget punya bokap dua yang sayangnya ga  maenmaen
929,929,929,serius baru tahu nada beragama islam  gue kira kristen
930,930,930,nada anak yg baik dan bijaksana walaupun usia belia   semoga sukses yah nak 2 ayah yg baik bersambutan tangan membimbing menuju masa depan yg ceria dan bahagia  kejar cita2mu dan dapatkan cinta sejatmu dalam hidupmu 
931,931,931,part 2 om semua keluarga besar om ded
932,932,932,dulu pd blg nada copy sabrina tapi liat ayahnya sebelahan copy ayahnya banget sih
933,933,933,orng tua yg hebat nada kamu sangat beruntung 
934,934,934,
935,935,935,keren om bebenjadi inget waktu sering nonton di fame stationsehat terus om bebenmaju terus nada om ded keren banget
936,936,936,itu gus mitfah gurumu diajarin tata krama dong memalukan dan menjijikkan
937,937,937,semoga selalu dikelilingi orangorang baik aminn
938,938,938,om ded gus mifth gmn critanya tuh ngehina kang es teh astaghfirulloh gus kok adab e ra main blas
939,939,939,this is much better than seeing agus on internet crying for money
940,940,940,tapi ayah penjual es teh di katain goblk gimana tu 
941,941,941,saran dari pak rw 
942,942,942,gua bangga gua sedih gua terharu nontonnya sehat buat kalian semua
943,943,943,bangga banget ngelihat papa dan ayah semoga selalu menjadi kluarga besar yang akur dan menjalani silaturahmi dgn baik aamiin 
944,944,944,pantesan gue ngira ini kaya om beben tfive eh ternyata bener masyallah orangnya baik bgt yaaa sehat sehat ya om beben
945,945,945,konsumsi hikari produk dari afc jepang untuk memulihkan semua fungsi otak
946,946,946,tanggapannya bang dedy tentang gus mifta yang menghina penjual esteh di depan banyak  orang yang katanya si pemuka agama tenga kata katain orang goblok
947,947,947,om ded tolong undang gus miftah dong mau denger klarifikasi nya pas dipengajian ngatain orang jualanpedagang asongan dengan ada kata  gblk sekarang udah viral banget di fb sosial media secara gus miftah ada di kementerian kabinet bpk prabowo  semoga dibaca sama om dedadmin team closethedoor 
948,948,948,om ded aku salah satu peserta somasi yang baru2 ini tampil di somasi terimakasih banget udah kasi kesempatan sama aku penampilanku disomasi membuat keluargaku bahagia khususnya adek ku yang juga punya tumor otak seperti papa nada saat ini sedang menjalani pengobatan dan sudah 2 kali operasi masih harus menjalani pengobatan lanjutan lagi mohon doa nya om ded dan temanteman semua mudah2an adik aku bisa cepat pulih dan menjalani kehidupannya dengan baik lagi
949,949,949,aku jg om pernah divonis ada tumor di kepala sama dokter tp masih kecil dulu sebelum aku minum obat aku sering langsung pingsan pas sadar aku lupa semua yg terjadi pernah saya naik motor langsung jatuh hilang ingatan dan sampai saat ini banyak sekali kenangan dalam hidup saya yg saya lupa tp teman teman aku sdh biasa sama aku dan udah tau klo aku mau pingsan tp alhamdulillah skrg udah g pernah lahi pingsan om semenjak minum obat dr dokter cm banyak sekali kenangan dalam hidup saya yg saya lupa
950,950,950,terharu  km beruntung nada  sehat2 kalian ya 
951,951,951,undang miftah om tolong biar klarifikasi ngatain penjual es goblok bantu up in teman2
952,952,952,sedih cuk
953,953,953,semoga ayah nada diberikan kesembuhan 
954,954,954,masya allah beruntung banget nadaaku jadi pengen disayang gini samabapak ku
955,955,955,aku nggk pernah ngerasain kasih sayang seorang ayah tu kayak gimana
956,956,956,nada anak yang pantas di sayang anak pintar 
957,957,957,masya allah 
958,958,958,om ded ceritain masa remaja nada membuat ayah ben g merasa kehilangan part tumbuh kembang nada di masa remaja mjd memori tersimpan di otaknya ayah ben 
959,959,959,suka bgt sama obrolan ini buat ayah nada semoga sehat selalu ya om panjang umur biar terus bisa liat nada tumbuh dan suksesnada anak beruntung punya bakat seni yg luar biasa dr ayahnya dan dapet suport yg hebat dr om ded nada punya sm2 sosok bapak yg sangat hebat sukses terus ya nada
960,960,960,ayah nya nada orang yang bermartabatcontoh laki2 yang bisa hadapin smua nya keren
961,961,961,omded gmn sahabat nya yg goblokin kakek tukang es
962,962,962,bheben t five yak ini baru tau kalo dia ayahnya nada 
963,963,963,ujung tahun 2024 agus sedih nisa sbyan gus miftah
964,964,964,doakan ibu dan ayahku mereka  sudah meninggal semoga di lapangkan kubur ny dan di berikan surga nya allah swt amin 
965,965,965,ya ampun nangis aku dengerin pesan antara anak sama bapakjadi kangen sama almarhum bapak 
966,966,966,kayak mau nangis dengar nya ini perbincangan bapak bapak yang membanggakan anaknya
967,967,967,big uplose tolaaa diidaalaaadidaaaaaasemoga kebaikan selalu mengiringi kita semuaamiin
968,968,968,gimana tanggapan om deddy tentang gus miftah yg merendahkan penjual es dengan mengatakan goblokpd saat gus miftah mnyampaikan ceramahnyaapakah jualan di acara pengajian memang sehina itu sehingga di katakan goblokpadahal itu kan jualan halal
969,969,969,ayah beben nabung karma baik yg membawa keberuntungan buat nada krn kan mas dedy pernah kenal baik sama mas beben sebelumnya
970,970,970,pak dedy   mau nanya apa pak deden seorang  penyanyi  atau pemusik      sopan  santun  sekali   ayahnya nada
971,971,971,penyegaran setelah tiap hari liat sosmed isinya agus saja
972,972,972,klo gini kan enak gk usah kayak sebelah teriakteriak pakai mic ud salah nuntut pula
973,973,973,kelihatan sabar banget ayah nyakayak almarhum bapak ku
974,974,974,oala ini toh alasan om dedi milih nada dari sekian banyak anak dan ternyata nada adalah anak salah satu sahabatnya om ded
975,975,975,enak jdi nada jdi iri hehe
976,976,976,asik ini sih
977,977,977,durasi nya cantik 5050
978,978,978,ada yang tau kenapa papa nada tinggal sendiri gak bareng nada dan mamanya
979,979,979,wkwk kasian calon nada mo ngimpres lewat fisik kalah ma kaka angkat mo adu pinter kalah sama bapak angkat mo musik kalah ma bapak kandung wkwk
980,980,980,izin ketuaa mau lapor yg lagi viral gus mifta tolong minta maaf ke bapak penjual es kasih bantuan buatin usaha  sangat tersayat2 hati ini melihat bapak2 yg lg berusaha cari nafkah jadi bahan tertawaan jamaah
981,981,981,nada nich anak yang beruntung punya 2 papa dan 2 bunda serta punya kakak azka yg super keren  penyayang dan protective
982,982,982,sehat2 om beben
983,983,983,definisi lelaki tidak bercerita 
984,984,984,ma syaa allah tabbarrakallahterharuuuu kasih sayang kalianbahagiaaa
985,985,985,beruntung nada banyak yg jagainbanyak yg syg
986,986,986,nangisssssss nada besar pasti jadi semone big
987,987,987,kesehatan adalah nikmat terbesar dari tuhan setelah nikmat iman dan islam
988,988,988,liat nada ini jadi teringat drakor family by choice
989,989,989,agus hrs byk belajar dr ayah nadaorang yg tau terimakasihnggak memanfaatkan
990,990,990,tolong semua up komen ku aku pengen bantu tetanggaku  dia sakit tumor ganas di payudara dan tangan kanan sudah menjalar kemana mau operasi pake bpjs penanganan nya lama bgt hasil biopsi aja nunggu 10 harianaku tinggal di bekasi skrng mama alya tetanggaku udah pasrah bgt mana anak nya 4 yg kecil baru umur 2 bulansuami kerja serabutantolong yg bisa bantu up biar di dengar om dedy  tolong bgt
991,991,991,tolong semua up komen ku aku pengen bantu tetanggaku  dia sakit tumor ganas di payudara dan tangan kanan sudah menjalar kemana mau operasi pake bpjs penanganan nya lama bgt hasil biopsi aja nunggu 10 harianaku tinggal di bekasi skrng mama alya tetanggaku udah pasrah bgt mana anak nya 4 yg kecil baru umur 2 bulansuami kerja serabutantolong yg bisa bantu up biar di dengar om dedy  tolong bgt
992,992,992,mirip
993,993,993,dari dulu tuh suka iri liat org2 punya abang gitu beruntung sekali nada punya abang ky aska
994,994,994,anying siapa yang naruh bawang di video ini
995,995,995,salfok sama kulit nada cerah banget yak
996,996,996,nada kamu hrs tunjukkan kasih sayang mu ama ayah kandungmutetap sebagai anak  karena kamu tetap anak walau kamu sdh sukses atau jadi orang hebat
997,997,997,nada mirip banget ya sama ayahnya
998,998,998,ayah nya nada kaya aktor china film tv series siapa gitu ada yang bisa bantu  di inget2 kagak inget2
999,999,999,
1000,1000,1000,kalo gamau papa yg cium ayah  absurd om deddy
1001,1001,1001,azka keren kliatan nya cuek tpi prhatian parah 
1002,1002,1002,tuhan udah kasi contoh dan real di mana manusia itu bisa beradab jika di kelilingnya bersam orang baik om dedy juga punya dan pernah ada malsalh tapi om ded juga tetap bantu orng  lain karma om ded saat ini di muliakan dengan waktu berjalan salut om dedy tetap jadai ornag baik om ded
1003,1003,1003,nih ayah nada artis ya kok wajah nya kyk artis
1004,1004,1004,ayahnya udah cerai ama ibunya nada atau gmna kok skilas denger ayahnya tggl sama kakeknya nada
1005,1005,1005,agus salim itu harus nya niru sikapnya mas beben he is a good man
1006,1006,1006,asal kamu bahagia nakwalau jelas ayah ingin kamu selalu sama ayah bersama siapapun kmu  suami mu ayah angkat mu asal kmu bahagia
1007,1007,1007,buka donasi dong om buat ayah nada ihklas se ikhlass nya kalau buat ayah nada
1008,1008,1008,ikut gambung om
1009,1009,1009,cewek anak pertama nangis di pojokan  aska kaka impian cewek anak pertama wkwkwk
1010,1010,1010,itu ayah sma bundanya nada apa pisah yaa
1011,1011,1011,besok undang gus miftah yg lagi viral menghina penjual esteh  kyaknya om dedy salah pilih guru yg tk punya adab adab di atas ilmu
1012,1012,1012,masaallah ayahnya dan papanya kompak dan lucu
1013,1013,1013,salah satu rasa iri gw atau beberapa anak lelaki di dunia yg gk akrab sama ayah nyasetelah jauh baru sadar ternyata didikan ayah dulu sangat membantu kita utk bertahan hidup sndiri
1014,1014,1014,bang dedy undang agus dong hehe
1015,1015,1015,luar biasa
1016,1016,1016,sehat jagjag waringkas deui kang beben
1017,1017,1017,ibuku salah satu orang yg kena tumor selaput otak alhamdulillah nya setelah oprasi pertama semua normal sampai bisa aktifitas kembali seperti biasa layaknya orang sehat padahal tumornya masih ada sekitar 11 lagi mohon doa nya semoga ibuku sehat seterusnya dan ada keajaiban semua tumor nya hilang 
1018,1018,1018,kerreennbro dedy
1019,1019,1019,kebetulan bahas soal ayah coba om ded beri tanggapan soal yang katanya seorang ustad gus miftah menghina dan mempermalukan seorang ayah di depan orang ramai yang sedang mencari nafkah untuk keluarganya jujur air mata netes videonyamudah2an allah angkat derajat bapak tu amin
1020,1020,1020,bapak nada tau terimakasihdan tidak memanfaatkan mas dedysehat terus semuanya 
1021,1021,1021,lelaki tidak bercerita 
1022,1022,1022,terhaarrruuuuu
1023,1023,1023,waaah jangan nanti azka berjodoh sama nada niih
1024,1024,1024,om ded baek bangeeetsehatt sehaaat selaluuuu ayah beben nada papa dedi 
1025,1025,1025,nada   tetaplah menjadi anak yg solehah yg bs menjaga diri sendiri melimdungi harga diri sendiri dan semua org yg mencintaimu om dc ur the best bapack n ayah kandungnya juga  sangat luar biasa 
1026,1026,1026,4215 
1027,1027,1027,abis ini si miftah klarifikasi  siapin jempol kalian
1028,1028,1028,setuju banget klo ayah nada dpt donasi
1029,1029,1029,aku suka sama orang yg tau berterima kasih
1030,1030,1030,sy jg punya tumor otakdi diagnosa pas hamil anak pertama usia kandungan 4bln di bulan november2018 sempat koma selama 4harisetelah itu tiap bulan harus keluar masuk rumah sakit akibat kejang akhirnya operasi di bulan april 2021 alhamdulillahsaat ini tdk pernah kejang lg walaupun harus rutin tiap bulan kontrol dan minum obat sama kayak kak bebenada memori yg lupa dan harus di ingatkan sm yg lain
1031,1031,1031,line 95 dah ngerasain digebuk dicubit poko kerass bgt  beda generasi seneng bgt dger obrolan mereka dger aska protek ke nada seneng bgt
1032,1032,1032,line 95 dah ngerasain digebuk dicubit poko kerass bgt  beda generasi seneng bgt dger obrolan mereka dger aska protek ke nada seneng bgt
1033,1033,1033,bahas si miftah dong omsi miftah nge goblokin tukang jualan es lg viral nih
1034,1034,1034,luar biasa
1035,1035,1035,ayah nada ternyata seniman
1036,1036,1036,harusnya nada bilang sesuatu juga dong ke papa
1037,1037,1037,orang hebat  seorang ayah tangguh the best lah pokoknya
1038,1038,1038,alhamdulillah ayah nada tidak memanfaatkan om ded  walupun keadaannya minus  padahal anaknya diadopsi seorang dedi corbuzier kang beben tidak seenaknya  malah dia merasa sungkan sama om dedi semoga kalian selalu rukun yaah 
1039,1039,1039,masyaallah nada cantik pinter baik lucu
1040,1040,1040,masa allah aska jg sayang nada sprti adik nya sendri semoga bang dedy seklurga sht2 sllu amiiin
1041,1041,1041,cuma youtube yg yg blm kotor sama spesies agusfb tiktok full isi nya si agus syedih
1042,1042,1042,
1043,1043,1043,sumpah baru lihat thumbnail nya lewat ajah sudah banjir ini air mata   full respect for deddy corbuzier
1044,1044,1044,siapapun anda doakan bapakku masuk surga ayah terbaik yg sudah menghadap sang pencipta ayah yg kuat dan tak pernah mengeluh doa terbaik untukmu ayah maaf belum sempat membuatmu bangga punya aku 
1045,1045,1045,saya juga merasakan anak perempuan saya yang besar sudah malu ketika suruh cium ayahnya 
1046,1046,1046,ini penyakit sama yg kaya di drakor qot
1047,1047,1047,om deddy hebat ayah yg hebat gak beda2in gbu
1048,1048,1048,love of my life 
1049,1049,1049,terimakasih om dedy
1050,1050,1050,smoga sy bisa membahagiakan ayah ku
1051,1051,1051,ayah adalahsemua ada di sosok ayahnya nada ini
1052,1052,1052,maaf om ded  ayang bundanya sudah berpisah apa gimana kok ayahnya tinggal sendiri
1053,1053,1053,masya allah
1054,1054,1054,beuh bahagianya
1055,1055,1055,video sama coky  mantan dukun satet di take down kah
1056,1056,1056,padahal di setting segembira mungkin  tapi ini bener2 mengharukan manusia2 yg harus perlu di contoh
1057,1057,1057,terharu banget liat podcast yg ini
1058,1058,1058,nada beruntung bgt punya dua ayah yg baik dan juga syg
1059,1059,1059,satu ayah satu papah  yg saling akur dan tenteram dan dami  untum membina anak perempuan yh salut bget buat mereka 
